Date,Open,High,Low,Close,Adj Close,Volume
2021-02-23,26.290000915527344,26.649999618530273,24.420000076293945,26.059999465942383,26.042320251464844,22587700.0
2021-02-24,26.5,28.68000030517578,25.959999084472656,28.15999984741211,28.140893936157227,27789000.0
2021-02-25,28.170000076293945,28.540000915527344,26.450000762939453,26.75,26.731853485107422,21142500.0
2021-02-26,26.260000228881836,27.010000228881836,25.209999084472656,26.610000610351562,26.591947555541992,21626700.0
2021-03-01,27.3700008392334,28.280000686645508,27.010000228881836,27.639999389648438,27.621248245239258,16185700.0
2021-03-02,27.59000015258789,28.510000228881836,27.31999969482422,27.81999969482422,27.80112648010254,16557000.0
2021-03-03,28.0,29.450000762939453,28.0,28.65999984741211,28.64055633544922,20382100.0
2021-03-04,29.18000030517578,30.6299991607666,28.540000915527344,29.899999618530273,29.879714965820312,39491600.0
2021-03-05,31.59000015258789,32.52000045776367,30.0,31.229999542236328,31.208812713623047,42026500.0
2021-03-08,31.68000030517578,31.899999618530273,29.6299991607666,29.770000457763672,29.74980354309082,22684800.0
2021-03-09,29.219999313354492,29.719999313354492,28.209999084472656,28.649999618530273,28.64018440246582,23868200.0
2021-03-10,28.850000381469727,29.6299991607666,28.540000915527344,29.360000610351562,29.34994125366211,24101800.0
2021-03-11,29.940000534057617,31.829999923706055,29.770000457763672,30.979999542236328,30.969385147094727,21984300.0
2021-03-12,30.700000762939453,31.270000457763672,30.459999084472656,30.6299991607666,30.619504928588867,16114000.0
2021-03-15,30.040000915527344,30.309999465942383,28.770000457763672,29.299999237060547,29.289960861206055,19532800.0
2021-03-16,28.600000381469727,29.239999771118164,27.790000915527344,28.170000076293945,28.160348892211914,16895200.0
2021-03-17,28.040000915527344,29.1299991607666,27.940000534057617,29.040000915527344,29.030052185058594,16242400.0
2021-03-18,28.489999771118164,28.670000076293945,26.510000228881836,26.6200008392334,26.61087989807129,24421000.0
2021-03-19,27.0,28.559999465942383,26.700000762939453,28.100000381469727,28.090373992919922,29558100.0
2021-03-22,27.81999969482422,28.229999542236328,27.270000457763672,27.459999084472656,27.450590133666992,14200400.0
2021-03-23,26.3799991607666,27.280000686645508,26.09000015258789,26.59000015258789,26.580890655517578,20609400.0
2021-03-24,27.5,27.969999313354492,26.959999084472656,27.059999465942383,27.05072784423828,15596400.0
2021-03-25,26.299999237060547,26.780000686645508,25.350000381469727,26.700000762939453,26.690853118896484,18172000.0
2021-03-26,27.739999771118164,27.899999618530273,26.860000610351562,27.760000228881836,27.750490188598633,16268500.0
2021-03-29,27.309999465942383,27.34000015258789,26.360000610351562,27.0,26.99074935913086,13907100.0
2021-03-30,26.690000534057617,27.719999313354492,26.540000915527344,27.329999923706055,27.320636749267578,9799200.0
2021-03-31,27.329999923706055,27.40999984741211,26.610000610351562,26.6200008392334,26.61087989807129,15989700.0
2021-04-01,26.81999969482422,27.81999969482422,26.40999984741211,27.3799991607666,27.37061882019043,27311000.0
2021-04-05,27.0,27.149999618530273,25.06999969482422,25.309999465942383,25.301328659057617,32081300.0
2021-04-06,25.6200008392334,26.190000534057617,25.260000228881836,25.350000381469727,25.34131622314453,20232400.0
2021-04-07,25.489999771118164,25.670000076293945,25.010000228881836,25.299999237060547,25.291330337524414,14354600.0
2021-04-08,24.920000076293945,24.950000762939453,24.239999771118164,24.729999542236328,24.721527099609375,14911100.0
2021-04-09,24.75,25.030000686645508,24.3700008392334,24.59000015258789,24.581575393676758,10378800.0
2021-04-12,24.780000686645508,25.15999984741211,23.940000534057617,24.229999542236328,24.221698760986328,15386300.0
2021-04-13,24.170000076293945,24.530000686645508,23.920000076293945,24.290000915527344,24.281679153442383,11106500.0
2021-04-14,25.0,26.049999237060547,24.920000076293945,25.549999237060547,25.54124641418457,26392800.0
2021-04-15,25.34000015258789,25.350000381469727,24.68000030517578,24.860000610351562,24.851484298706055,13541200.0
2021-04-16,25.0,25.18000030517578,24.25,24.3799991607666,24.371646881103516,11494800.0
2021-04-19,24.479999542236328,25.110000610351562,24.239999771118164,24.540000915527344,24.531593322753906,11162600.0
2021-04-20,24.5,24.510000228881836,22.969999313354492,23.200000762939453,23.192052841186523,18736200.0
2021-04-21,22.450000762939453,24.469999313354492,22.399999618530273,24.450000762939453,24.44162368774414,19500100.0
2021-04-22,24.56999969482422,24.709999084472656,23.920000076293945,24.100000381469727,24.09174346923828,16448500.0
2021-04-23,24.25,24.809999465942383,23.770000457763672,24.649999618530273,24.64155387878418,10825300.0
2021-04-26,24.43000030517578,25.139999389648438,24.40999984741211,24.899999618530273,24.891468048095703,12515600.0
2021-04-27,25.110000610351562,25.399999618530273,24.649999618530273,25.09000015258789,25.081403732299805,13876000.0
2021-04-28,25.350000381469727,26.239999771118164,25.309999465942383,26.100000381469727,26.0910587310791,20741000.0
2021-04-29,26.559999465942383,26.979999542236328,25.65999984741211,25.940000534057617,25.931114196777344,18230000.0
2021-04-30,25.549999237060547,26.309999465942383,25.290000915527344,25.360000610351562,25.3513126373291,14842900.0
2021-05-03,25.649999618530273,26.280000686645508,25.3799991607666,26.139999389648438,26.131044387817383,13380900.0
2021-05-04,26.510000228881836,26.56999969482422,25.1200008392334,25.860000610351562,25.85114097595215,15044700.0
2021-05-05,26.299999237060547,27.34000015258789,25.90999984741211,27.049999237060547,27.04073143005371,19853100.0
2021-05-06,27.100000381469727,27.200000762939453,26.010000228881836,26.649999618530273,26.640869140625,14458200.0
2021-05-07,26.020000457763672,27.540000915527344,25.850000381469727,27.389999389648438,27.380615234375,17631400.0
2021-05-10,27.709999084472656,28.1299991607666,26.559999465942383,26.6299991607666,26.62087631225586,19188300.0
2021-05-11,25.399999618530273,25.610000610351562,24.299999237060547,24.530000686645508,24.521596908569336,30525000.0
2021-05-12,24.639999389648438,26.469999313354492,24.579999923706055,25.1200008392334,25.11139488220215,26921900.0
2021-05-13,24.690000534057617,25.239999771118164,23.31999969482422,23.709999084472656,23.701875686645508,20686400.0
2021-05-14,24.1200008392334,25.399999618530273,24.1200008392334,25.100000381469727,25.091400146484375,19639600.0
2021-05-17,25.239999771118164,26.40999984741211,24.940000534057617,26.389999389648438,26.380958557128906,17232100.0
2021-05-18,26.34000015258789,26.829999923706055,25.799999237060547,25.8700008392334,25.86113739013672,15992400.0
2021-05-19,24.959999084472656,25.610000610351562,24.649999618530273,25.06999969482422,25.061410903930664,18157200.0
2021-05-20,25.139999389648438,25.219999313354492,24.489999771118164,24.950000762939453,24.941452026367188,14554200.0
2021-05-21,25.3799991607666,25.65999984741211,25.030000686645508,25.1200008392334,25.11139488220215,13212200.0
2021-05-24,25.3799991607666,25.549999237060547,24.899999618530273,25.440000534057617,25.431283950805664,13100500.0
2021-05-25,25.399999618530273,25.600000381469727,24.59000015258789,24.6200008392334,24.6115665435791,13774200.0
2021-05-26,24.670000076293945,25.440000534057617,24.549999237060547,25.290000915527344,25.281335830688477,14084100.0
2021-05-27,25.790000915527344,26.190000534057617,25.59000015258789,26.06999969482422,26.061067581176758,19886300.0
2021-05-28,26.110000610351562,26.25,25.780000686645508,25.959999084472656,25.95110511779785,10132100.0
2021-06-01,26.670000076293945,28.489999771118164,26.65999984741211,28.469999313354492,28.46024513244629,27701900.0
2021-06-02,28.68000030517578,29.8799991607666,28.020000457763672,29.229999542236328,29.219985961914062,28273100.0
2021-06-03,29.209999084472656,30.049999237060547,28.739999771118164,29.280000686645508,29.269969940185547,19504400.0
2021-06-04,29.440000534057617,29.90999984741211,28.610000610351562,29.139999389648438,29.130016326904297,16134500.0
2021-06-07,29.31999969482422,29.790000915527344,28.979999542236328,29.15999984741211,29.150009155273438,10040800.0
2021-06-08,29.09000015258789,29.489999771118164,28.479999542236328,29.190000534057617,29.18000030517578,12127700.0
2021-06-09,29.489999771118164,29.690000534057617,28.34000015258789,28.350000381469727,28.350000381469727,15365900.0
2021-06-10,29.049999237060547,29.290000915527344,27.920000076293945,28.329999923706055,28.329999923706055,14212500.0
2021-06-11,28.520000457763672,28.959999084472656,28.209999084472656,28.329999923706055,28.329999923706055,10863600.0
2021-06-14,28.65999984741211,29.3799991607666,27.979999542236328,28.280000686645508,28.280000686645508,13827300.0
2021-06-15,28.520000457763672,29.280000686645508,28.350000381469727,29.200000762939453,29.200000762939453,13087700.0
2021-06-16,28.920000076293945,30.700000762939453,28.489999771118164,30.540000915527344,30.540000915527344,42712700.0
2021-06-17,30.219999313354492,30.719999313354492,27.81999969482422,28.219999313354492,28.219999313354492,39315200.0
2021-06-18,28.170000076293945,28.84000015258789,27.850000381469727,27.989999771118164,27.989999771118164,24074300.0
2021-06-21,28.15999984741211,29.59000015258789,28.15999984741211,29.5,29.5,18633600.0
2021-06-22,29.440000534057617,30.06999969482422,29.0,30.010000228881836,30.010000228881836,15195900.0
2021-06-23,30.65999984741211,31.850000381469727,30.559999465942383,30.959999084472656,30.959999084472656,24067600.0
2021-06-24,30.65999984741211,31.780000686645508,30.40999984741211,31.739999771118164,31.739999771118164,15182200.0
2021-06-25,31.899999618530273,33.0099983215332,31.549999237060547,32.90999984741211,32.90999984741211,25211900.0
2021-06-28,32.61000061035156,32.650001525878906,31.040000915527344,31.239999771118164,31.239999771118164,17426100.0
2021-06-29,31.5,32.369998931884766,31.100000381469727,31.299999237060547,31.299999237060547,15619000.0
2021-06-30,31.670000076293945,31.899999618530273,30.989999771118164,31.270000457763672,31.270000457763672,12823900.0
2021-07-01,32.849998474121094,33.5,32.20000076293945,32.86000061035156,32.86000061035156,23100200.0
2021-07-02,32.41999816894531,32.86000061035156,32.029998779296875,32.58000183105469,32.58000183105469,10646500.0
2021-07-06,32.5099983215332,32.56999969482422,30.350000381469727,30.510000228881836,30.510000228881836,21467000.0
2021-07-07,30.799999237060547,31.190000534057617,29.010000228881836,29.479999542236328,29.479999542236328,20238500.0
2021-07-08,28.5,29.920000076293945,28.5,29.65999984741211,29.65999984741211,16379100.0
2021-07-09,30.219999313354492,30.399999618530273,29.56999969482422,30.239999771118164,30.239999771118164,13108800.0
2021-07-12,29.6299991607666,30.309999465942383,29.309999465942383,29.989999771118164,29.989999771118164,11171500.0
2021-07-13,29.829999923706055,30.270000457763672,29.5,30.079999923706055,30.079999923706055,11039500.0
2021-07-14,30.209999084472656,30.6299991607666,27.639999389648438,27.829999923706055,27.829999923706055,22822500.0
2021-07-15,27.690000534057617,28.260000228881836,26.93000030517578,27.229999542236328,27.229999542236328,18361000.0
2021-07-16,27.5,27.59000015258789,25.8700008392334,25.940000534057617,25.940000534057617,18512300.0
2021-07-19,24.389999389648438,25.110000610351562,23.899999618530273,24.81999969482422,24.81999969482422,28376800.0
2021-07-20,24.799999237060547,25.799999237060547,24.520000457763672,25.3700008392334,25.3700008392334,17071000.0
2021-07-21,25.8700008392334,27.549999237060547,25.8700008392334,27.18000030517578,27.18000030517578,19629300.0
2021-07-22,27.139999389648438,27.350000381469727,26.440000534057617,27.010000228881836,27.010000228881836,12459600.0
2021-07-23,27.040000915527344,27.06999969482422,26.25,26.579999923706055,26.579999923706055,9502500.0
2021-07-26,26.690000534057617,27.600000381469727,26.690000534057617,27.1200008392334,27.1200008392334,11080800.0
2021-07-27,26.75,26.84000015258789,25.889999389648438,26.260000228881836,26.260000228881836,12870400.0
2021-07-28,26.549999237060547,27.219999313354492,26.059999465942383,26.899999618530273,26.899999618530273,11767700.0
2021-07-29,27.299999237060547,27.420000076293945,26.68000030517578,26.780000686645508,26.780000686645508,11718200.0
2021-07-30,26.510000228881836,26.809999465942383,25.920000076293945,26.100000381469727,26.100000381469727,15114100.0
2021-08-02,26.100000381469727,27.059999465942383,25.719999313354492,25.790000915527344,25.790000915527344,13880000.0
2021-08-03,25.489999771118164,26.5,25.219999313354492,26.43000030517578,26.43000030517578,15215300.0
2021-08-04,25.979999542236328,26.889999389648438,25.440000534057617,25.690000534057617,25.690000534057617,2078020000.0
2021-08-05,25.940000534057617,26.829999923706055,25.8799991607666,26.190000534057617,26.190000534057617,1296550000.0
2021-08-06,26.68000030517578,27.079999923706055,26.229999542236328,26.389999389648438,26.389999389648438,1285440000.0
2021-08-09,25.6200008392334,26.139999389648438,25.34000015258789,25.610000610351562,25.610000610351562,1201250000.0
2021-08-10,25.709999084472656,26.420000076293945,25.649999618530273,26.260000228881836,26.260000228881836,1325580000.0
2021-08-11,26.329999923706055,26.84000015258789,26.0,26.84000015258789,26.84000015258789,1526560000.0
2021-08-12,26.770000457763672,26.979999542236328,26.280000686645508,26.8700008392334,26.8700008392334,924540000.0
2021-08-13,26.760000228881836,26.8700008392334,25.75,25.790000915527344,25.790000915527344,1196740000.0
2021-08-16,25.200000762939453,25.260000228881836,24.420000076293945,24.790000915527344,24.790000915527344,1635490000.0
2021-08-17,24.59000015258789,24.889999389648438,23.920000076293945,24.079999923706055,24.079999923706055,1597030000.0
2021-08-18,24.290000915527344,24.579999923706055,23.43000030517578,23.450000762939453,23.450000762939453,1522340000.0
2021-08-19,22.8799991607666,23.209999084472656,21.829999923706055,22.09000015258789,22.09000015258789,2637780000.0
2021-08-20,21.790000915527344,22.110000610351562,21.6200008392334,21.950000762939453,21.950000762939453,1850840000.0
2021-08-23,22.8799991607666,23.549999237060547,22.799999237060547,23.469999313354492,23.469999313354492,1753260000.0
2021-08-24,23.81999969482422,24.739999771118164,23.739999771118164,24.3799991607666,24.3799991607666,1534780000.0
2021-08-25,24.299999237060547,24.8700008392334,23.90999984741211,24.6299991607666,24.6299991607666,1002050000.0
2021-08-26,24.299999237060547,24.719999313354492,23.90999984741211,24.0,24.0,1148030000.0
2021-08-27,24.450000762939453,25.790000915527344,24.450000762939453,25.65999984741211,25.65999984741211,1728450000.0
2021-08-30,25.829999923706055,26.190000534057617,25.219999313354492,25.25,25.25,1080440000.0
2021-08-31,25.510000228881836,26.139999389648438,25.149999618530273,25.690000534057617,25.690000534057617,1736200000.0
2021-09-01,25.600000381469727,25.860000610351562,24.860000610351562,25.079999923706055,25.079999923706055,1477950000.0
2021-09-02,25.559999465942383,26.93000030517578,25.5,26.579999923706055,26.579999923706055,2115190000.0
2021-09-03,26.399999618530273,26.8700008392334,25.780000686645508,25.920000076293945,25.920000076293945,1345490000.0
2021-09-09,,,,,,
2021-09-16,27.709999084472656,27.719999313354492,27.09000015258789,27.329999923706055,27.329999923706055,13226552.0
